resistant_phenotype,genome_name,genome_id,antibiotic,label,organism
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBAAAE-19-0011,72407.2237,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP003,72407.1291,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCHAEA-19-0048,72407.2610,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBCAAG-19-0005,72407.2283,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain EC2916-F-N720-1-636,72407.1597,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBAAAF-19-0043,72407.2240,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae WCHKP015104,72407.1977,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae TUM2765,72407.1951,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCIACE-19-0176,72407.2671,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864747,72407.495,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEFAAC-19-0093,72407.2835,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCIACE-19-0147,72407.2670,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain KPCRETH15,72407.667,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN570332,72407.1873,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain P781,72407.1162,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae DEUKp9961_18,72407.2038,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864864,72407.535,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae CS00013,72407.2098,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEHABI-19-0153,72407.2855,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae KKP068,72407.1878,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015093,72407.860,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN752921,72407.2891,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1604/2548,72407.1017,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae 51851,72407.3030,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae WCHKP015075,72407.1990,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP150,72407.1347,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae 850,72407.2123,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 2102/3132,72407.974,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEHABI-19-0003,72407.2867,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBABAFF-19-0049,72407.2180,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae MRSN537762,72407.1876,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain R210-2,72407.1150,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae FF29-002PS2,72407.2155,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEAABH-19-0077,72407.2960,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBAAAB-19-0033,72407.2234,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBABAGH-19-0177,72407.2184,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPSW+02,72407.669,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain DG5547,72407.1127,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain DG6664,72407.1122,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDDABB-19-0155,72407.2753,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1624/2578,72407.928,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae SCKP020154,72407.2015,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae Kvivo-1,72407.1720,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015091,72407.861,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WRC24_S468MC,72407.1655,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1533/2460,72407.920,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCDAAC-19-0013,72407.2913,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WRC29_CMC309MPCH,72407.1659,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDAAAE-19-0028,72407.2712,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN613196,72407.1853,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEAAGC-19-0126,72407.2829,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864793,72407.569,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1442/2349,72407.998,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae L8263415,72407.3051,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCAADB-19-0079,72407.2909,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCDABA-19-0112,72407.2921,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain MRSN570493,72407.1780,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae MV931658,72407.3066,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SCKP020154,72407.893,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCGAAG-19-0219,72407.2544,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCDABA-19-0152,72407.2490,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1491/2413,72407.1007,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae MRSN824868,72407.1900,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain ATH21,72407.1386,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBABADF-19-0004,72407.2170,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDIABB-19-0098,72407.2931,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae WCHKP020132,72407.1993,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WRC07_CMC432PC,72407.1641,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae 1001,72407.2139,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae Kp2,72407.1722,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCHAEA-19-0030,72407.2607,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1606/2554,72407.930,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain Kpn3167,72407.1845,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864865,72407.532,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCIAAB-19-0017,72407.2629,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCGAAG-19-0180,72407.2538,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCGAAG-19-0467,72407.2549,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDACI-19-0136,72407.2353,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 48,72407.1263,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae M5191546,72407.3054,tetracycline,1,Klebsiella pneumoniae
resistant,"Klebsiella pneumoniae subsp. pneumoniae strain 140/1040,2",72407.994,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SC-7,72407.1131,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain Kpn290,72407.1838,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain DG6664,72407.1122,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP060,72407.1328,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864748,72407.485,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDAAF-19-0091,72407.2323,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain KP_DC,72407.773,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP121,72407.1353,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 1498/2420,72407.1050,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864942,72407.507,ampicillin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBAAAF-19-0048,72407.2241,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEAACH-19-0030,72407.2804,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae 3263,72407.2130,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864754,72407.514,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae WCHKP020131,72407.1994,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015076,72407.866,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae 43UC12,72407.2057,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KKPE21,72407.1772,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDEABG-19-0188,72407.2769,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCIAFF-19-0100,72407.2690,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain BR7,72407.977,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae K624,72407.1851,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae N1062450,72407.3049,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN488679,72407.1898,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDAAAB-19-0006,72407.2710,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 2061/3084,72407.948,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDADH-19-0150,72407.2369,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae MRSN488606,72407.1911,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae WCHKP020100,72407.2012,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBDAFH-19-0095,72407.2392,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBFABG-19-0184,72407.2443,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEAACH-19-0273,72407.2805,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864814,72407.585,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP023,72407.1302,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEAABH-19-0023,72407.2962,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain ATCC 33259,72407.1847,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 847/1793,72407.954,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain GCID_CRE_0017,72407.1183,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBABAFF-19-0049,72407.2180,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBABADF-19-0098,72407.2175,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBBABI-19-0194,72407.2264,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1690/2666,72407.965,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain EC1149-F-N716-1-636,72407.1594,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEHAAB-19-0186,72407.2842,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCIAAH-19-0212,72407.2637,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain Kpn1426,72407.1843,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPCRETH20,72407.639,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP044,72407.1296,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae N3133201,72407.3045,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain DG6078,72407.1115,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBAJAAH-19-0091,72407.2221,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCHAEA-19-0023,72407.2609,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain KP18069,72407.1453,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain R1014,72407.1173,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain KPPSTH02,72407.682,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae HSD,72407.2984,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBAAAB-19-0029,72407.2231,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBCAAG-19-0005,72407.2283,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864744,72407.502,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBDAGH-19-0018,72407.2408,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEHAAB-19-0152,72407.2840,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015112,72407.849,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBDDAAF-19-0147,72407.2737,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae SCKP020152,72407.2017,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae WCHKP020131,72407.1994,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBEADA-19-0030,72407.2427,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCIAFF-19-0076,72407.2688,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1621/2574,72407.1086,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain C2,72407.1437,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1472/2387,72407.1002,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae IHIT34097,72407.2985,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SCKP020146,72407.896,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae SCKP020046,72407.2009,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBAJAAH-19-0019,72407.2216,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN752085,72407.2899,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 56,72407.1262,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1609/2560,72407.1078,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBCHAAB-19-0010,72407.2570,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae SCKP020079,72407.2008,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae DD01754,72407.1747,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCJAAB-19-0015,72407.2701,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae WCHKP015099,72407.1979,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain PP6,72407.1465,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEAACG-19-0038,72407.2958,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDAFH-19-0007,72407.2391,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae WCHKP020124,72407.2000,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864831,72407.501,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain AMKP10,72407.1402,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBABADF-19-0047,72407.2172,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae MRSN824906,72407.1904,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain Kpn3689,72407.1837,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae HS20R14,72407.1738,imipenem,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae 3263,72407.2130,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDAFG-19-0146,72407.2384,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBDGAAG-19-0052,72407.2795,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae 43UC14,72407.2053,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPCRETH28,72407.646,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae TUM9506,72407.1946,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain PP5,72407.1466,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBDAAF-19-0116,72407.2331,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBDAAAE-19-0052,72407.2718,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain KKP006,72407.1826,tetracycline,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPH+03,72407.673,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBEAAEI-19-0061,72407.2813,tetracycline,1,Klebsiella pneumoniae
susceptible,"Klebsiella pneumoniae subsp. pneumoniae strain 663/1591,3",72407.983,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEAACH-19-0003,72407.2964,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae MRSN613512,72407.1914,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae 43UC11,72407.2056,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBABAHA-19-0067,72407.2193,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae SCKP020078,72407.2007,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain DG6681,72407.1101,ciprofloxacin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864881,72407.558,ampicillin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCHACG-19-0059,72407.2590,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain D8,72407.1435,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBDABE-19-0169,72407.2345,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEBAAD-19-0049,72407.2831,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SCKP020046,72407.885,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015104,72407.854,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae SCKP020153,72407.2016,gentamicin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1348/2234,72407.1039,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain 744/1800,72407.1053,tetracycline,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KPCRETH23,72407.642,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae N4034288,72407.3042,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP020111,72407.879,gentamicin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain KKP020,72407.1818,imipenem,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae SM117,72407.2111,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCJAAB-19-0001,72407.2694,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WRC31_S468MPC,72407.1636,tetracycline,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae KKPE7,72407.1858,gentamicin,1,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae JBBDAFG-19-0152,72407.2372,imipenem,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBEHABI-19-0387,72407.2887,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain WCHKP015078,72407.865,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBBBACD-19-0026,72407.2269,ciprofloxacin,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 1754/2734,72407.1081,ciprofloxacin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae strain SIKP062,72407.1329,imipenem,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBCHAEA-19-0048,72407.2610,ciprofloxacin,0,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae JBAJAAJ-19-0046,72407.2229,tetracycline,0,Klebsiella pneumoniae
resistant,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864943,72407.515,gentamicin,1,Klebsiella pneumoniae
susceptible,Klebsiella pneumoniae subsp. pneumoniae N5071671,72407.3034,ciprofloxacin,0,Klebsiella pneumoniae
